20,1,1945,10.2,Lime,Alder,Koa,Maple,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,FALSE
79,1,1993,6.24,Purple,Swamp Ash,Mahogany,Rosewood,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,FALSE
89,1,1971,5,White,Swamp Ash,Maple,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,FALSE
110,1,1986,8.39,Bisque,Mahogany,Rosewood,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,FALSE
175,1,1978,12.33,Cornsilk,Japanese Ash,Wenge,Ebony,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,FALSE
213,1,1967,11.65,DarkOrchid,Japanese Ash,Maple,Ebony,walnut,Burstbucker,Burstbucker,Burstbucker,FALSE
243,1,1996,9.08,PowderBlue,Korina,Wenge,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,FALSE
627,1,1962,10.32,PowderBlue,Mahogany,Rosewood,Maple,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,FALSE
807,1,1957,6.99,Wheat,Japanese Ash,Mahogany,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,TRUE
129,2,1975,11.5,Azure,Mahogany,Maple,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,FALSE
192,2,1952,7.62,DarkBlue,Walnut,Wenge,Ebony,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,FALSE
324,2,1962,9,Pink,Maple,Rosewood,Maple,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,FALSE
428,2,1971,8.42,OldLace,Maple,Wenge,Maple,walnut,Fender Vintage,Fender Vintage,Fender Vintage,TRUE
559,2,1961,10.75,YellowGreen,Alder,Maple,Rosewood,maple,Fender Vintage,Fender Vintage,Fender Vintage,FALSE
592,2,1949,6.77,DarkRed,Japanese Ash,Wenge,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,FALSE
740,2,1957,11.86,BlueViolet,Korina,Mahogany,Maple,maple,496 & 500T,496 & 500T,496 & 500T,TRUE
783,2,1996,11.89,Fuchsia,Japanese Ash,Koa,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,FALSE
786,2,1972,6.69,DarkOrange,Japanese Ash,Maple,Ebony,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,TRUE
910,2,1989,11.78,Ivory,Basswood,Maple,Ebony,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,FALSE
930,2,1975,11.4,MediumTurquoise,Mahogany,Rosewood,Ebony,walnut,Fender Vintage,Fender Vintage,Fender Vintage,TRUE
77,3,1975,11,MediumPurple,Alder,Rosewood,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,FALSE
97,3,1948,7.23,Red,Swamp Ash,Wenge,Ebony,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,TRUE
234,3,1945,11.35,DarkOrchid,Alder,Koa,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,TRUE
458,3,1960,8.66,White,Alder,Wenge,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,FALSE
491,3,1988,7.39,Indigo,Swamp Ash,Maple,Maple,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,TRUE
672,3,1976,5.31,Indigo,Maple,Rosewood,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,TRUE
690,3,1993,9.03,YellowGreen,Alder,Maple,Rosewood,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,TRUE
432,4,1978,12.09,DimGray,Japanese Ash,Maple,Ebony,walnut,Fender Vintage,Fender Vintage,Fender Vintage,TRUE
633,4,1962,6.24,MediumSpringGreen,Swamp Ash,Maple,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,FALSE
662,4,1992,11.06,MediumBlue,Mahogany,Rosewood,Maple,maple,490R & 490T,490R & 490T,490R & 490T,FALSE
759,4,1994,6.74,LightGoldenRodYellow,Basswood,Rosewood,Ebony,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,FALSE
898,4,1996,5.07,Lime,Basswood,Koa,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,TRUE
901,4,1972,9.19,DarkOliveGreen,Alder,Wenge,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,FALSE
385,5,1970,10.74,DarkViolet,Korina,Wenge,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,FALSE
593,5,1951,12.22,Chocolate,Swamp Ash,Wenge,Rosewood,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,FALSE
728,5,1997,9.25,SlateGray,Korina,Rosewood,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,TRUE
757,5,1996,12.36,GhostWhite,Japanese Ash,Koa,Ebony,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,FALSE
775,5,1964,7.4,LightSlateGray,Swamp Ash,Rosewood,Ebony,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,TRUE
832,5,1987,12.05,Fuchsia,Basswood,Rosewood,Rosewood,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,TRUE
63,6,1968,7.16,MediumSpringGreen,Japanese Ash,Wenge,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,TRUE
64,6,1996,6.6,LimeGreen,Alder,Rosewood,Rosewood,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,TRUE
94,6,1990,7.57,DarkBlue,Japanese Ash,Koa,Ebony,maple,496 & 500T,496 & 500T,496 & 500T,FALSE
143,6,1979,7.13,MediumVioletRed,Swamp Ash,Koa,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,FALSE
250,6,1996,7.2,Violet,Swamp Ash,Koa,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,TRUE
401,6,1948,10.76,DarkSeaGreen,Swamp Ash,Rosewood,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,FALSE
501,6,1945,6.58,MidnightBlue,Basswood,Mahogany,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,FALSE
595,6,1973,8.54,FireBrick,Walnut,Koa,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,FALSE
882,6,1945,7.82,DarkViolet,Walnut,Mahogany,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,TRUE
919,6,1965,9.84,LightSalmon,Walnut,Rosewood,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,FALSE
43,7,1988,5.96,PaleGoldenRod,Mahogany,Mahogany,Rosewood,walnut,Burstbucker,Burstbucker,Burstbucker,TRUE
48,7,1993,5.11,Pink,Walnut,Maple,Maple,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,FALSE
193,7,1969,9.97,Orchid,Maple,Rosewood,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,TRUE
533,7,1958,10.33,PaleGreen,Alder,Wenge,Maple,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,TRUE
567,7,1950,6.91,LightCoral,Basswood,Mahogany,Maple,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,TRUE
659,7,1995,12.33,RosyBrown,Swamp Ash,Wenge,Ebony,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,TRUE
966,7,1994,9.24,Beige,Japanese Ash,Mahogany,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,FALSE
26,8,1945,7.92,DarkSeaGreen,Walnut,Maple,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,FALSE
244,8,1977,5.48,Olive,Mahogany,Koa,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,FALSE
289,8,1951,5.81,LightSlateGray,Swamp Ash,Maple,Maple,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,FALSE
363,8,1969,9.49,BurlyWood,Alder,Mahogany,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,FALSE
407,8,1961,11.09,MediumVioletRed,Japanese Ash,Mahogany,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,TRUE
459,8,1956,10.71,LightBlue,Walnut,Mahogany,Rosewood,walnut,Burstbucker,Burstbucker,Burstbucker,FALSE
581,8,1970,10.89,AntiqueWhite,Swamp Ash,Koa,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,TRUE
846,8,1967,11.74,Gray,Mahogany,Koa,Ebony,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,TRUE
207,9,1993,10.64,Bisque,Walnut,Wenge,Maple,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,TRUE
227,9,1975,6.78,PowderBlue,Mahogany,Maple,Ebony,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,FALSE
252,9,1948,8.37,Violet,Mahogany,Maple,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,TRUE
