4,38,1995,11.02,DarkTurquoise,Alder,Wenge,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
2,83,1965,8.47,MediumPurple,Japanese Ash,Maple,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
3,63,1960,10.98,RoyalBlue,Mahogany,Mahogany,Rosewood,maple,Burstbucker,Burstbucker,Burstbucker,True
5,46,1998,9.18,DarkKhaki,Alder,Wenge,Rosewood,walnut,'57 Classic,'57 Classic,'57 Classic,False
1,68,1955,6.68,Beige,Alder,Koa,Rosewood,maple,496 & 500T,496 & 500T,496 & 500T,False
6,17,1964,10.88,Maroon,Alder,Koa,Ebony,walnut,Burstbucker,Burstbucker,Burstbucker,False
426,109,1973,10.76,GhostWhite,Walnut,Maple,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
815,51,1985,12.25,WhiteSmoke,Swamp Ash,Rosewood,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
454,33,1999,10.78,LightBlue,Korina,Mahogany,Maple,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
652,109,1989,6.65,Plum,Swamp Ash,Maple,Ebony,maple,496 & 500T,496 & 500T,496 & 500T,True
334,8,1995,11.5,Gold,Maple,Maple,Ebony,walnut,490R & 490T,490R & 490T,490R & 490T,False
546,52,1949,5.69,Chartreuse,Maple,Rosewood,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,False
138,15,1998,11.92,Teal,Walnut,Mahogany,Maple,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
902,30,1952,9.83,Turquoise,Basswood,Mahogany,Ebony,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
172,2,1972,7.6,DarkOliveGreen,Alder,Wenge,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
64,53,1988,10.97,LightSkyBlue,Alder,Rosewood,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
73,27,1998,5.07,MediumBlue,Alder,Rosewood,Rosewood,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
197,94,1997,8.98,BurlyWood,Korina,Rosewood,Maple,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
687,86,1955,12.43,LimeGreen,Japanese Ash,Wenge,Maple,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
842,78,1979,8.72,LimeGreen,Maple,Maple,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
729,36,1974,10.16,LightSeaGreen,Basswood,Wenge,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
754,116,1971,8.45,Cornsilk,Basswood,Wenge,Maple,walnut,'57 Classic,'57 Classic,'57 Classic,True
317,109,1966,8.71,RoyalBlue,Alder,Maple,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
440,55,1983,7.5,LightGray,Basswood,Wenge,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
970,3,1955,9.91,Chartreuse,Korina,Mahogany,Rosewood,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
41,88,1952,8.88,DarkSeaGreen,Japanese Ash,Maple,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
396,40,1953,5.62,Indigo,Mahogany,Wenge,Maple,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
648,120,1962,9.89,Coral,Swamp Ash,Koa,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
723,9,1947,8.22,Orange,Basswood,Wenge,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
746,29,1966,12.13,MediumSeaGreen,Korina,Mahogany,Rosewood,maple,'57 Classic,'57 Classic,'57 Classic,False
688,29,1953,8.56,LightYellow,Maple,Rosewood,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
369,99,1966,7.87,LightBlue,Walnut,Maple,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
978,103,1956,11.8,LightCoral,Alder,Mahogany,Ebony,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
82,63,1991,5.77,DarkBlue,Swamp Ash,Mahogany,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
212,105,1989,6.28,Pink,Mahogany,Wenge,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
786,112,1976,9.88,GhostWhite,Basswood,Rosewood,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,False
434,49,1989,10.93,LightCyan,Korina,Rosewood,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
743,28,1988,6.01,PaleTurquoise,Japanese Ash,Rosewood,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
836,125,1981,6.55,Turquoise,Swamp Ash,Koa,Rosewood,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
515,9,1961,8.55,Purple,Korina,Rosewood,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
2,49,1970,6.22,PaleVioletRed,Swamp Ash,Koa,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,True
547,1,1970,5.87,MediumVioletRed,Alder,Maple,Ebony,maple,496 & 500T,496 & 500T,496 & 500T,False
720,100,1989,7.17,Thistle,Mahogany,Rosewood,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,True
708,111,1967,8.9,Linen,Japanese Ash,Rosewood,Maple,walnut,'57 Classic,'57 Classic,'57 Classic,True
459,119,1984,6.9,MediumSpringGreen,Swamp Ash,Wenge,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
598,34,1961,11.48,Snow,Japanese Ash,Wenge,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
642,64,1995,7.97,Thistle,Swamp Ash,Wenge,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
696,49,1983,10,OliveDrab,Mahogany,Maple,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
558,52,1965,7.86,Moccasin,Mahogany,Koa,Ebony,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
630,106,1977,9.8,BlanchedAlmond,Basswood,Mahogany,Ebony,walnut,490R & 490T,490R & 490T,490R & 490T,True
385,82,1983,5.7,LawnGreen,Basswood,Maple,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
435,68,1980,10.02,MediumVioletRed,Mahogany,Maple,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
876,7,1995,9.98,Azure,Basswood,Rosewood,Maple,maple,490R & 490T,490R & 490T,490R & 490T,False
223,120,1978,6.53,Indigo,Mahogany,Wenge,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
